comments,extremist
বিএনপি সাম্প্রদায়িক শক্তির পৃষ্ঠপোষক।,1
আওয়ামী লীগ কখনো একদলীয় শাসন কায়েম করেনি।,0
বাংলাদেশের স্বাধীনতা বিরোধীদের সাথে যতদিন বিএনপি থাকবে ততদিন বাংলার জনগণ তাদের গ্রহণ করে নিবে না।,0
বিএনপি জামায়াত একাত্তরের চেতনাও বিশ্বাস করেন না।,1
বাংলাদেশের স্বাধীনতা যারা চায়নি তারাই বিএনপির বন্ধু।,1
স্বাধীনতার ৫১ বছর পরও পাকিস্তানি ভাবধারায় বিশ্বাসী জামায়াতকে সঙ্গে নিয়ে বিএনপি রাজনীতি করে।,1
আমার মনে হয় তুরস্কের ভূমিকম্পেও বিএমপির হাত আছে। নইলে এত অপরাধের অভিযোগ তাদের বিরুদ্ধে উঠত না।,0
তবে বিএনপি এখনো দেশে আছে!!!!,0
আওয়ামী লীগ যত বার বিএনপির নাম নেয় ততবার বিএনপি ও বিএনপির নাম মুখে লয় না,0
হাসাও মা..... মানুষকে হাসানো অনেক বড় আর্ট,0
সারে হাজারের কথা আর কি কইতাম।,0
"সজীব ওয়াজেদ জয়, বাংলা ভাষার মর্যাদা রক্ষার জন্য আমেরিকায় বসে লড়াই করছেন",0
এই জন্য সজীব ওয়াজেদ জয়কে ঢাকা বিশ্ববিদ্যালয়ের বাংলা বিভাগের অধ্যাপক হিসেবে দেখতে চাই ,0
পৃথিবীতে বাংলাদেশ নামক দেশ না থাকলে অর্ধেক বিনোদন আমরা জানতামই না।,0
হ পৃথিবীর সব কিছু বলু করছে,0
এই দেশ ত্যাগ করাই বড় স্বপ্ন ,0
আপনে তো নিজে বাংলা বলতে পারেন না।,0
বঙ্গবন্ধু বিশ্বসেরা অলরাউন্ডার ,1
সায়েন্টিস্ট সারে হাজারের নতুন আবিষ্কার,0
"সেই জন্য তার নাতি বাংলা ভাষা ঠিকমতো কথা বলতে পারে না,লিখতেও জানে না",1
নতুন নতুন খবর জন্ম দিতে আছেন,0
"কিন্তু দুঃখের বিষয়,সেই ভাষা শুদ্ধভাবে উচ্চারণ করতে পারেননা",0
একুশে ফেব্রুয়ারি গর্বের দিন।,0
এটাকে কে প্রশ্নটা করলোরে ভাই।।।উনি তো একদলীয় শাসনের কায়েম করেনি।উনি শুধু ভোট ছারাই শাসন কয়েম করেছেন।,1
"যারা মুক্তিযুদ্ধ করে একনায়কতন্ত্র স্বৈরাচার আইয়ুব খান থেকে, স্বাধীনতা ছিনিয়ে এনেছে।তারাই আজ সীমিত স্বার্থের জন্য স্বৈরাচার তথা একনায়কতন্ত্র সাপোর্ট করে ",0
উনার আব্বা কায়েম করে ছিল। উনার জন্ম তখন হয়নি,1
সঙ্গে গৃহপালিত জাপা ও ১১ দলীয় চন্দ্রবিন্দু আছে,1
আওয়ামী লীগ কখনো একদলীয় শাসন কায়েম করেনি।,0
যারা একাত্তরে প্রকাশ্যে মুক্তিযুদ্ধের বিরোধীতা করেছে তাদের সাথেও জোটবদ্ধ বিএনপি।,1
"বিএনপি স্বাধীনতাবিরোধী শক্তিকে সঙ্গে নিয়ে বিভিন্ন শহরে যে কর্মসূচি পালন করছে, তার মূল উদ্দেশ্য হলো দেশে বিশৃঙ্খলা সৃষ্টি করা।",1
বিএনপি জামায়াত একাত্তরের চেতনাও বিশ্বাস করেন না।,1
স্বৈরাচার কায়েম করে,1
বাংলাদেশের স্বাধীনতা যারা চায়নি তারাই বিএনপির বন্ধু।,1
বাংলাদেশের স্বাধীনতা বিরোধীদের সাথে যতদিন বিএনপি থাকবে ততদিন বাংলার জনগণ তাদের গ্রহণ করে নিবে না।,0
ভোট চোরের আবার বড় গলা,1
"রাজনীতির এত আকাল চলছে যে, ক্ষমতাসীন রা নির্ধারণ করছে কে নির্বাচন করবে আর কে করবে না!",0
"অনেক কিছুই বলতে ইচ্ছে করে,বলতে না পারাটাই দূর্ঘটনা!",0
এত বড় হুজুর অথচ মাথায় টুপি নেই!,1
এই বক্তব্যের সাথে কায়েম থাকবেন আসা করি ধন্যবাদ আপনাকে,0
গৃহপালিত সার্কাস পার্টি,1
ওর মত মোনাফেক আর কেউ নাই,1
হিরোআলম ইফেক্ট এর জন্য ডমিস্টিক ছাড় পেয়েছে,1
কিছু খাইছে নাকি এরশাদ জুনিয়র।,1
আপনাদের মুখে এসব কথা মানায় না কাকু ,0
"তোমারা শেখ হাসিনারে জেই ভয় পাও,খোদারে ও এতো ভয় পাও না .",1
কয় কি যাএার দলে। ২০১৪সালে এরশাদকে সিএম হাসপাতালে এইবার জি এম কাদেরকে পাবনা পাগলা গারদে ,1
আমরা বোঝা মনে করিনা বলেই তো ক্ষমতায় বসাইয়া দিছি ,0
আজকে যে বাংলা ভাষায় কথা বলি এবং স্বাধীন একটি দেশ পেয়েছি তা একমাত্র বঙ্গবন্ধু শেখ মুজিবের কারণেই সম্ভব হয়েছে।,0
বঙ্গবন্ধু ভাষা আন্দোলনকালে আন্দোলন নয় বরং কারাবন্দী হয়ে কাটিয়েছেন।,0
আমাদের ভাষা মাতৃভাষার অধিকার আদায়ের আন্দোলন সূচনা করেছিলেন সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান।,0
"আমাদের ভাষা আন্দোলনে, রাষ্ট্রভাষার মর্যাদা অর্জনের ক্ষেত্রে জাতির পিতা বঙ্গবন্ধুর যে অবদান রয়েছে, সে অবদানের কথা সম্পূর্ণভাবে মুছে ফেলার চেষ্টা করছিল।",0
"বঙ্গবন্ধু শেখ মুজিবের নেতৃত্বেই আমরা ভাষা আন্দোলনে, মুক্তিযুদ্ধে জয়লাভ করেছি।",0
জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানকে ভাষা আন্দোলনের জন্য বারবার কারাবরণ করতে হয়েছিল।,0
ভাষা আন্দোলনে বঙ্গবন্ধুর অবদান অনেক বিজ্ঞজন মানতে চান না।,0
বঙ্গবন্ধুর নেতৃত্বে গতি পেয়েছিলো ভাষা আন্দোলন।,0
বঙ্গবন্ধুর উদ্যোগে ভাষা সংগ্রাম পরিষদ গঠিত হয় এবং আমাদের ভাষার জন্য আন্দোলন শুরু হয় ১৯৪৮ সাল থেকে।,0
বাংলা ভাষা যেমন আনন্দের তেমনি আন্দোলনের অনুপ্রেরণারও।,0
আমি কাউকে ভোট চোর বলতে চাইনা,1
বঙ্গবন্ধু ভাষা আন্দোলনকালে আন্দোলন নয় বরং কারাবন্দী হয়ে কাটিয়েছেন।,0
এই দেশে শেখ মুজিব আর শেখ হাসিনা ছাড়া কারো কোন অবদান নেই।,0
আজকে যে বাংলা ভাষায় কথা বলি এবং স্বাধীন একটি দেশ পেয়েছি তা একমাত্র বঙ্গবন্ধু শেখ মুজিবের কারণেই সম্ভব হয়েছে।,0
আমাদের ভাষা মাতৃভাষার অধিকার আদায়ের আন্দোলন সূচনা করেছিলেন সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান।,0
অবদান যা ছিল আপনি তা পঁচিয়ে ফেলেছেন। আমরা তাকে ঠিকই শ্রদ্ধা করতাম। আপনি সেটাকে ঘৃনায় পরিবর্তন করেছেন।,1
কয়লা ধুইলে যায়না ময়লা তেমনি আওয়ামী লীগের চরিত্র ফুলের মতো পবিত্র। জয়বাংলা জয় বঙ্গবন্ধু ,1
সুদু সরিক দল নয় আওয়ামী লীগের পাসে আর কোন দেশও নাই সাফোট করার মতো,0
"সাংবাদিক ,আওয়ামীলীগের কি শক্তি আছে?সবইতো প্রশাসনের শক্তি দিয়ে দাঁড়িয়ে আছে আওয়ামীলীগ।",0
তারা ভোটের আগের রাতে চুরি করেই তো ক্ষমতা দখলে নিয়ে নেয়,1
বাংলাদেশের সাধারণ জনগন এর কাছে এক নিকৃষ্ট রাজনীতির দল এই আমবালীগ। ভোট চুর হাসিনা নিপাক যাক বাংলাদেশ মুক্তি পাক।,1
সংবিধান জনগণের জন্য আওয়ামী লীগের জন্য নয়,1
আগামী জাতীয় সংসদ নির্বাচন আওয়ামী লীগের অধীনে সংসদ বহাল রেখে সুষ্ঠু নিরপেক্ষ ও গ্রহণযোগ্য নির্বাচন সম্ভব হবে না,0
অতীতের নির্বাচন জনগণ দেখেছে দিনের ভোট রাতে হয়েছে,0
"সুশৃঙ্খল, সুসংগঠিত, ঐক্যবদ্ধ আওয়ামী লীগ।",0
আওয়ামী সংবিধান বাতিল করে বাংলাদেশের সংবিধান চালু করতে হবে দেশ ও জনগণের সার্থে,0
শুধু যে লড়বে না তা না শেষ পর্যন্ত বাবা ঢাকতেও বাধ্য হবে বাংলার জনগণকে,0
এটা ভাল কথা না প্রোয়োজনে সংবিধান সংসধন করা যায় জনগনের। সারথে।।।।,0
সর্বশেষ সংবিধান কাঁটা ছেঁড়া যেন কে করছে? আগে জাতির সামনে সেটা তুলে ধরেন।,0
সংবিধানের বাহিরে যাওয়া মানে হইলো আইন অমান্য করা। যেটি আওয়ামীলীগ করবে না।,0
"এবার জনগণ ও ছেড়ে দিবে না,দিনের ভোট রাতে হতে দিবে না,,,",0
এইটা আওয়ামী সংবিধান জনগণের না,0
আমি ক্ষমতা চাই না। কিন্তু নিজের মন মত সংবিধান পরিবর্তন করে ক্ষমতায় যে করে হোক থাকবো ক্ষমতায়,0
সংবিধান বাহিরেই যাদের বসবাস তাদের এর বাহিরে যাওয়া না যাওয়ার আলোচনা হাস্যকর,1
সংবিধানে ভোট চুরির বিধান আছে?,0
আগামী জাতীয় সংসদ নির্বাচন সামনে রেখে সংবিধানের বাইরে আপাতত কিছুই ভাবছে না আওয়ামী লীগ।,0
গণতান্ত্রিক দেশে সরকার পরিবর্তনের একমাত্র মাধ্যম হলো ভোট।,0
আগামী সরকার পরিচালনার জন্য বাংলাদেশ আওয়ামী লীগ সর্বদা প্রস্তুত।,0
পুরান কথা বার বার বলার মানে কি? সংবিধান রচয়িতার বাপের দেশ? নাকি জনগণের দেশ?,1
বর্তমানে বাংলাদেশে নির্বাচন কমিশন অনেক স্বাধীন।,0
সংবিধান অনুযায়ী দেশে আগামী নির্বাচন হবে।,0
বিএনপি সব সময় ষড়যন্ত্রের পথেই হাঁটে।,1
নির্বাচন গণতান্ত্রিক দেশের একটি সাধারণ বিষয়।,0
জনগণের বাংলাদেশ,0
সংবিধান মেনেই আগামী নির্বাচন অনুষ্ঠিত হবে।,0
বিএনপি এখন ষড়যন্ত্রের পথ বেছে নিয়েছে।,1
বাংলাদেশে আর তত্ত্বাবধায়ক সরকার আসবে না।,0
আওয়ামী লীগের মনগড়া সংবিধান জনগণ মানে না।,1
দেশের জনগণ তত্ত্বাবধায়ক সরকার চায় না।,0
"জাতি জানতে চাই সংবিধান আগে, না জনগণের ভোটের অধিকার আগে,,,",0
সংবিধান তো পরে পরিস্থিতি খারাফ দেখলে দেশের বাহিরে গিয়ে পালাবে।,1
আওয়ামীলীগ ভোট চোর,1
ভণ্ডামি করার আর যায়গায় নাই,1
"কোন দিন, কোন ভাবে, ক্ষমতা হারালে পরেও কি, তারা একই কথা বলবে।",0
মনে হচ্ছে বিপদে পড়ছি আমি যে আমার জন্ম বাংলাদেশে সালা না পারি কিছু লিখতে না পারি হাসতে। সব খানে রেসটিকশন ,1
আওয়ামী লীগ ভালো করে যানে যে তত্ত্বাবধায়ক সরকারের অধীনে সুষ্ঠু নির্বাচন দিলে।হাতে গোনা কয়েকটি আসন ছাড়া সব গুলো তে জামানত বাজেয়াপ্ত হবে,0
বিনা ভোটে আওয়ামী লীগ সরকারে এটা কি সংবিধান ??,1
যে সংবিধানের বাহিরে যেতে চায়না আওয়ামীলীগ সে সংবিধান রেখে তারাই একদিন পালিয়ে যাবে অপেক্ষা শুধু সয়ের,1
হুগা চিপায় পড়লে ঠিকই যাবে ,1
আপনার এত উন্নয়ন সুষ্ঠু নিরপেক্ষ নির্বাচন দিয়ে দেখো আপনার কতটা উন্নয়ন আর কতটা জনপ্রিয় আছে তখন বুঝা যাবে,0
দালালি করে ক্ষমতায় যাওয়া যায় না। ক্ষমতায় যেতে হলে রাতে চুরি করতে হয়।,1
মাননীয় স্পিকার আমি এখন যোগাযোগ মন্ত্রী না ,0
এটা আওয়ামীলীগের নতুন নাটক,1
আবার জেলে নেওয়ার ফন্দি।,0
তবে নির্বাচনে বাধা আছে।,0
নির্বাচনে জনগনে ভোট দিতে পারবেন কি না সেটাই বড়ো কথা। ভোট দিতে না দিলে সেটা নির্বাচন হয় কি করে?,0
দিনের ভোট রাতে জনগন দিয়াছিল?,0
নতুন ষড়যন্ত্র কিনা,1
প্রকৃতপক্ষে দেশের মানুষ জানে বিএনপির বসবাস সন্ত্রাস আর ষড়যন্ত্রের সঙ্গে।,1
বিএনপি দল রাজনীতি এখন স্বার্থ এবং ক্ষমতার দ্বন্দ্বে চক্রাবদ্ধ।,1
বিএনপির আন্দোলন জোয়ার থেকে ভাটার দিকে যাচ্ছে।,0
দেশের মানুষ বিএনপিকে ত্যাজ্য করেছে।,0
এক যুগেরও বেশি সময় ধরে আন্দোলন ও নির্বাচনের ব্যর্থতা থেকেও বিএনপি শিক্ষা নিতে পারেনি?,0
দেশের রাজনীতিতে মামলা-হামলা-ষড়যন্ত্র আর সন্ত্রাস-নৈরাজ্যকে লালন করছে বিএনপি- যা এখনো করছে।,1
বিএনপি ষড়যন্ত্রের রাজনীতি করে।,1
বিএনপি আন্দোলনের কথা বলে সব সময় আতংক ছড়ায়।,1
বিএনপি সব সময় ধংসের রাজনীতি করে।,1
"ঠিক বলেছেন, চুরি করে স্বাধীনতা",1
স্বাধীনতার ৫১ বছর পরও পাকিস্তানি ভাবধারায় বিশ্বাসী জামায়াতকে সঙ্গে নিয়ে বিএনপি রাজনীতি করে।,1
একুশে ফেব্রুয়ারি গর্বের দিন।,0
"আমাদের ভাষা-কৃষ্টিতে যারা পুরোপুরি বিশ্বাস করে পাকিস্তানি ভাবধারায় বিশ্বাসী, সেই বিএনপি স্বাধীনতাবিরোধী জামায়াতে ইসলামীকে নিয়ে রাজনীতি করে।",1
বিএনপি জামায়াত একাত্তরের চেতনাও বিশ্বাস করেন না।,1
"বিএনপি স্বাধীনতাবিরোধী শক্তিকে সঙ্গে নিয়ে বিভিন্ন শহরে যে কর্মসূচি পালন করছে, তার মূল উদ্দেশ্য হলো দেশে বিশৃঙ্খলা সৃষ্টি করা।",1
যারা একাত্তরে প্রকাশ্যে মুক্তিযুদ্ধের বিরোধীতা করেছে তাদের সাথেও জোটবদ্ধ বিএনপি।,1
আওয়ামী লীগ কখনো একদলীয় শাসন কায়েম করেনি।,0
"যে দেশ ভাষার জন্য যুদ্ধ করেছে, সেই দেশেই ইংরেজি না পারলে ক্ষেত বলা হয়, সকল ক্ষেত্রে অযোগ্য বিবেচিত হয়, বিষয়টা দারুণ নাহ্",0
বিএনপি সাম্প্রদায়িক শক্তির পৃষ্ঠপোষক।,1
বাংলাদেশের স্বাধীনতা যারা চায়নি তারাই বিএনপির বন্ধু।,1
বাংলাদেশের স্বাধীনতা বিরোধীদের সাথে যতদিন বিএনপি থাকবে ততদিন বাংলার জনগণ তাদের গ্রহণ করে নিবে না।,0
"চেতনাই ভরসা, মানুষের আবেগ নিয়ে খেলে যত দিন চলতে পারেন চলেন",0
বিএনপি গণতন্ত্র এবং মুক্তিযুদ্ধের মূল্যবোধ হত্যাকারী।,1
"বিএনপি গনতন্ত্র বোঝে সন্ত্রাস, দুর্নীতি, জঙ্গিবাদ আর বাংলা ভাই সৃষ্টি, মানুষ হত্যা আর নির্যাতন, মানুষের ঘর-বাড়ি এবং ব্যবসাপ্রতিষ্ঠান দখল।",1
বর্তমান সরকার নির্বাচনকালীন সরকারের দায়িত্ব পালন করবে।,0
তত্ত্বাবধায়ক সরকার শুধু পাকিস্তানে আছে।,0
বিএনপি গনতন্ত্রের অর্থ বুঝে না।,0
দেশে তত্ত্বাবধায়ক সরকার আর কোনোদিন আসবে না।,0
দেশে নষ্ট রাজনীতি করে বিএনপি।,1
বিএনপি তত্ত্ববধায়ক সরকারের কথা চিন্তা করে লাভ নেই।,0
এই অযোগ্য মন্ত্রী কে পদত্যাগ করা উচিৎ,1
ভেজালের পরিমান বেশী হলে সেটা পুষ্টিকর হয়।কে বলেছেন জানেন একজন দুর্নিতিবাজ সুদখোরের বানী,1
যুক্তরাষ্ট্র মনে করে বাংলাদেশে বিএনপি নেই,0
বিএনপিকে মানুষ নালিশ পার্টি বলে।,1
বিএনপি এখন বিদেশী প্রভুর হাত ধরে ক্ষমতায় যাওয়ার স্বপ্ন দেখে।,1
বিএনপি সংঘাতময় পরিস্থিতি তৈরি করে অন্ধকারের চোরাগলি দিয়ে ক্ষমতায় যেতে চাই।,1
বর্তমান সংবিধানের অধীনে বিএনপি নির্বাচনে অংশ না নিলে অস্তিত্ব সংকটে পড়বে।,0
আন্দোলনে ব্যর্থ হয়ে বিএনপি সংঘাতের দিকে যায়।,1
বিএনপি তত্ত্ববধায়ক সরকারের কথা চিন্তা করে লাভ নেই।,0
খালেদা জিয়া দুর্নীতির দায়ে সাজাপ্রাপ্ত।,1
"আওয়ামী লীগ সরকার নয়, বিএনপিই চাপে আছে।",0
সব পীর সাহেবেরা চাই এই সরকার ক্ষমতায় থাকুক সুতরাং মনে হচ্ছে কোন আন্দোলন সফল হবে না!,0
পাগলা দালাল পীর গুলো চাই সরকার কে জনগন চাই না,0
চিন্তা করতেছি পীর সাবদের দোয়া সব সরকারের সাথে,0
পীর ব্যবসা ভালই চলছে এই সরকারের আমলে,1
তুমি কি হয়েছ? তুমি ও শেখ হাসিনার মতো হয়ে দেখাও,0
দলীয় ছাত্রদের চেয়ে কি সাধারণ ছাত্র কম? উত্তমমধ্যম দিলে এসব আর হতোনা ।,1
সাধারণ ছাত্ররা এক থাকলে কেউই কিছু করতে পারবেনা।,0
একবার ঠিকমতো দিলে পরের বার বা পরে যারা আসবে এই সাহস করবে না।,1
"এই ক্ষমতা আরো ৫ বছর থাকলে,বাংলাদেশের অদূর ভবিষ্যৎ অন্ধকার, ",1
স্বৈরতন্ত্র নিপাত যাক গনতন্ত্র মুক্তি পাক,1
জোর যার মুল্লুক তার।,1
আওয়ামী লীগের সব অর্জন ম্লান করতে ছাত্রলীগেই যথেষ্ট।,1
ছাত্র লীগের কর্মসূচিতে আগ্রহ নাই এমন ছাত্রদের হোস্টেলে থাকার অধিকার নাই!,1
আদর্শিকভাবে আর্কষণ না করতে পারে অত‍্যাচার!!,0
জালিমদের থেকে আল্লাহ দেশটা কে রক্ষা করুক।,1
ব্রাজিল সমর্থক উনি কোন পক্ষের,0
এসে নবীন ভয় নাই ছাত্রলীগে সন্ত্রাস নাই,0
কথিত এসব স্লোগান যারা দেয় তাদের জন্য এক বালতি সমবেদনা,0
ছাত্রলীগকে জঙ্গি গোষ্ঠী হসাবি বলা শুধু মাত্র সময়ের ব্যাপার,1
"এ সব করে ছাত্রদের মন জয় করা যায় না। ভালো ব্যবহার, সুন্দর আচরণ দিয়ে মন জয় করতে হয়।",0
"বিরানী বাজেট দিবেন তো জানাবেন তো, জনসমাগম ঘটাবেন গামেন্টস অর্ধবেলা পর ছুটি দেবেন।",0
"যে মানুষ সে আওয়ামীলীগ না,যে আওয়ামীলীগ সে মানুষ না!",1
বাংলাদেশে শীর্ষ সন্ত্রাসী সংগঠন ছাত্রলীগ যুবলীগ ওদের আচরণ কুকুরের চেয়ে খারাপ,1
মাফিয়া গনতন্ত্রের জন্য হুমকি আর তার কুকুর গুলো সমাজের জন্য ভয়ংকর,1
এই হচ্ছে উনাদের জনপ্রিয় তা,0
আরও বেশি করে ভুট দেও,0
"হায়রে শিক্ষা, এরা আবার স্মার্ট বাংলাদেশ গড়বে ? হাস্যকর।",0
যদি ও করে তাহলে ঠিকই করেছে..সুযোগ সুবিধা পাওয়ার জন্য যাবি ছাত্রলীগের ভাইদের কাছে আর মিছিল মিটিং হলে হাওয়া।,0
জনপ্রিয়তায় ভাটা পড়ছে খালামার,0
এরা ক্ষমতায নাই তাই এই অবস্থা ক্ষমতায আসলে কি করবে আল্লাহ জানে!,0
"আহারে কি একটা অবস্থা, দল ক্ষমতায় আসলে আমাদের মত সাধারণ কর্মীর কি অবস্থা হবে আল্লাহই ভালো জানে,",0
আহারে! গ্রুপিং আমরা এই শক্তি টুকু মাঠে দেখাইতে পারি না?,0
"এরা পরিবর্তন হলো না, এদের লজ্জা শরম নাই, যেখানে দাড়াতে পারছেনা, সেখানে এই অবস্থা।",1
জনাব তারে এক সাহে এব যে আহ্বায়ক খমিটি দিয়েছে ফরিদপুরে তাদের আন্দোলন করার খেমতা আছে।,0
ছাত্র রাজনীতি জাতি কে বিষাক্ত করে পেলেছে,1
ছাত্র রাজনীতির নামে চুরি ডাকাতি ধষন পরোকিযা মাস্তানী দল রক্ষায় মাস্তান হিসাবে কাজ করে।,1
"ছাত্র রাজনীতি আমাদের রাষ্ট্রের জন্য অপরিহার্য, যদি সুষ্ঠু ও সাবলীল রাজনীতি হয়।",0
"ক্ষমতায় আসলে এরা কি করবে ভাবুন,",0
বিএনপি এইসব করতেই পারে না ,0
ওরা সরকার দলীয় লোক হামলা করেছে।,1
ছাত্রলীগ আছে বলেই দেশে শান্তি বিরাজমান,0
এই দেশে এই সমা'জে মজ'লুমের বিচার হয় জালি'মের বিচার হয় না...,0
"হায়রে, চোর,ডাকাত সহ যত অপরাধী আছে সব মিলিয়ে একটা দল আওয়ামীলীগ",1
ছাত্রলীগ আছে বলেই বাংলাদেশ আজ ও এত সুন্দর।,0
ছাত্রলীগরা হলো বঙ্গবন্ধুর আদর্শ বাংলাদেশের অহংকার বাংলাদেশের গর্ব এক কথায় সোনার ছেলে।,0
ছাত্রলীগ মানেই ইসলামি বিশ্ববিদ্যালয় কুষ্টিয়ায় নারী ধর্ষণ।,1
জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে ধর্ষণের সেঞ্চুরি উদযাপন।নীতি নৈতিকতা সব উঠে গেছে বুশরা ম্যাম,1
একটি ছাত্রলীগমুক্ত দেশ চাই।,0
উনাকে ধন্যবাদ উনি স্বীকার করছেন অনেকে তো স্বীকার ও করেন না,0
শেখ হাসিনার ভ্যানগার্ড,1
ছাত্রলীগ মানেই এক আবেগ এক অনুভূতি। পৃথিবীর শ্রেষ্ঠ রাজনৈতিক সংগঠন।,0
জয় বাংলাকে গর্ভবতী করে দিছে,1
উন্নয়ন উন্নয়ন শুধু উন্নয়ন হচ্ছে,0
আলহামদুলিল্লাহ আমার নিজের উপজেলা নিয়ে নিউজ হয় ,0
আবার এরাই নাকি ইস্মাট বাংলাদেশ গড়বে!!!,0
জয় বাংলা পার্টি কাম করছে একখানা।,0
জীবনের ঝুঁকি নিয়ে এত গুরুত্বপূর্ণ নিউজ করার জন্য সাংবাদিক ভাই কে অসংখ্য ধন্যবাদ।,0
বাংলাদেশ একটা প্রাইভেট কোম্পানি যার মালিক কাডাল রানী,1
"আর আমরা স্বর্নের জন্য বিয়ে করতে পারি না,",0
জয় বাংলা না লিখে যাবেননা,0
জয় বাংলা করে দিছে ছাত্রলীগ,1
প্রাচীনকালে দেশ নাকি গণতান্ত্রিক দেশ ছিল,0
ভারতের পা'চেটে সবকিছু উজাড় করে দিয়ে ক্ষমতায় আসা খুব মজার।,1
ভারত কিন্ত বিদেশ না,0
"শুধু মাত্র ভোট ডা,কা,তি করে খমতায় যাওয়ার সুযোগ আছে",1
যা বলার পররাষ্ট্রমন্ত্রী আগেই বলে দিয়েছে!,0
শুধু মাত্র রাতে বাক্স ভর্তি করলেই সুযোগ মিলবে।,1
ভিতরে খবর আমরা জানি।,0
ভাষা দিবসে ও ক্ষমতা নিয়ে বাড়াবাড়ি । ক্ষমতা হারানোর ভয় তাই এই অবস্থা।,0
হটাও মাফিয়া বাচাও দেশ,1
বিদেশীদের পা চেটে ক্ষমতা থাকার সুযোগ আছে নিশ্চয়ই।আর সে কাজটি আওয়ামীলীগ নির্লজ্জ্বের মত করে যাচ্ছে।,1
কজ এখানে হলো কমতার লড়াই ,0
ইন্ডিয়ার দাদাও আল্লাহর গজব থেকে কাউকে বাচাতে পারবে না।।,1
তুই কোথায় যাস সেটাতো আমরা জানি,1
"বাঁশের লাঠি চালু কর, গণতন্ত্র মুক্তি কর।",0
পাবলিক জানে বিদেশিদের কাছে তদবির করে কে খমতায় থাকতে চায়?,0
মাননীয় প্রধানমন্ত্রী অনেকদিন ক্ষমতায় থাকলেন তো। আমাদের জন্য অনেক উন্নয়নও করলেন।,0
এবার না হয় একটা সুষ্ঠুনিরপেক্ষ নির্বাচন দিয়ে দেখুন জনগণ চাইলে আবারো ক্ষমতায় আসবেন সমস্যা কোথায়।,0
ভারতের গোলামী করে আর কতো দিন বুবু ,1
"আপনি কিভা‌বে গেছেন, সেইটা জাতি জানতে চায়।",0
যা শুরু করছো আফা আমাগোরে দেওলিয়া কইরা পোলার কাছে জাইয়া পলাইয়োনা,0
বাংলাদেশের মহাদুর্যোগের নাম বিএনপি,1
বিএনপি ষড়যন্ত্রের রাজনীতি করে।,1
বিএনপির হাতে মুক্তিযুদ্ধের মূল্যবোধ নিরাপদ নয়।,1
জাতীয় পার্টি ভালো যেমনে নাচাও তেমনে নাচে,0
সাম্প্রদায়িক শক্তির পৃষ্ঠপোষক হচ্ছে বিএনপি।,1
বিএনপির হাতে একুশের চেতনা নিরাপদ নয়।,0
বিএনপির হাতে স্বাধীনতার আদর্শ কোনোদিনও নিরাপদ নয়।,0
এই কথাটাওতো ডিজিটাল নিরাপত্তা আইনের বিরোধী।,0
বিএনপির হাতে বাংলাদেশের গণতন্ত্র নিরাপদ নয়।,0
মাননীয় প্রধানমন্ত্রী শেখ হাসিনা ছাড়া প্রায় সব নেতা দের কে টাকা দিয়ে কেনা যায়।,1
ভুকাস পাটি আন্দালিব রহমান এর পাটি,0
এরা বাইরে থাকুক আমরাই বরং পাবনা মানসিক হসপিটালে ভর্তি হই। কারণ এদের অত্যাচারে একসময় আমাদের পাগল হতেই হবে।,0
গৃহপালিত বিরোধী দল দিয়ে হবেনা ১০০% গ্যারান্টি।,1
সিদ্ধান্তহীনতায় সরকার,0
হেডলাইন কি করলেন আর ভিতরে কি লিখলেন,0
এভাবে প্রত্যেকটা বিএনপির নেতাকে জামিন দিলে বিএনপি তে কোনো নেতাই থাকবে না,0
"অসময়ে যে দল তার কর্মীর খবর রাখেনি, সে দল ত্যাগ করেছে এটাই সঠিক।",0
আর তারা সবাই হবে আমার সোনার ছেলে ছাত্রলীগ,0
লজ্জা শরম হীন একটা দল তার নাম আওয়ামী লীগ,1
খালেদা জিয়ার রাজনীতি তাদের আলোচনার উপরে নির্ভর করে হায়রে দেশ!!! ,0
আসন্ন নির্বাচনে অংশগ্রহণের কোনো সুযোগ নেই বিএনপি দলের শীর্ষ নেত্রী খালেদা জিয়ার।,0
"বাংলাদেশের আইন অনুযায়ী কেউ যদি দুবছরের বেশি সাজাপ্রাপ্ত হন, তাহলে তিনি নির্বাচন করতে পারেন না।",0
খালেদা জিয়ার স্বাস্থ্য বিবেচনায় শর্তসাপেক্ষে তাকে ঘরে থাকার অনুমতি দেয়া হয়েছে। সেই শর্তানুযায়ী তিনি রাজনীতিও করতে পারেন না।,0
"যা বলার বইলা রাখ, সামনে সময় খুবই কম পালানোর পথ ও খুজে পাবিনা।",1
খালেদা জিয়া মনে হয় আইনমন্ত্রী আনিসুল হকের ক্লাসমেট ছিল! তা না হলে একই মন্ত্রীসভার লোক হওয়ার সত্যেও ওবায়দুল কাদেরের সাথে কথার মিল নেই কেন?,0
হাতী যদি গর্তে পরে চামচিকাও সুযোগ খোঁজে।,0
